ID; Error; A; n; w_PIGM; w_opt; wlse_PIGM; wlse_opt; wlse_sig; Sum(w_opt) 
2655 ; 0 ; 1,1,1/5,1/4,1/8,8,8,5,1/5,4,1/5,1/8,8,1/8,1/5,1,1/6,1/6,6,6,1/5,1/9,5,9,5,5,1/3,1/6,7,1,4,4,1/8,8,1/5,1/9,5,1/3,2,1/5,3,9,1/9,1/2,1/8,1,9,8,2,8,1/3,3,1/7,7,3,6,5,1/7,9,1,3,4,8,1/2,1/6,4 ; 12 ; 0.0895,0.0587,0.1086,0.0633,0.0685,0.1221,0.0991,0.0505,0.0762,0.1027,0.0489,0.1121 ; 0.0895,0.0587,0.1086,0.0633,0.0685,0.1221,0.0991,0.0505,0.0762,0.1027,0.0489,0.1121 ; 10.16883 ; 10.16883 ; 10.1688 ; 1 
2656 ; 0 ; 4,1/8,1/3,2,1/8,1/6,2,1/6,9,9,1,1/4,9,1/4,1/7,4,8,1/7,7,1,1/8,4,1/5,1/5,1/3,1,3,4,3,3,6,4,2,2,4,1/9,3,1/6,5,2,3,1/5,5,4,1/4,1/6,1/4,9,9,6,1/6,1/8,9,5,1/2,1/8,9,6,1,1,1/8,4,3,4,9,5,8,5,5,1/6,1/2,8,1/2,9,3,2,1,1/8,9,2,8,6,1/7,8,1/2,1/7,9,1/5,1/9,1/4,1/2 ; 14 ; 0.0635,0.0553,0.1402,0.1057,0.0842,0.0665,0.0925,0.0534,0.0539,0.058,0.048,0.0382,0.0554,0.085 ; 0.0635,0.0553,0.1402,0.1057,0.0842,0.0665,0.0925,0.0534,0.0539,0.058,0.048,0.0382,0.0554,0.085 ; 9.659629 ; 9.659629 ; 9.6596 ; 1 
2657 ; 0 ; 1/7,1,1/6,2,9,1/2,7,9,1/9,1/9,9,8,1/7,1/9,1/8,3,5,1/8,1/6,1/5,9,6,9,5,3,1/5,1/4,7,6,1/8,7,9,4,1/6,1/8,1/4,6,5,8,1/7,1/9,7,1/9,5,1/3,1/5,4,1/9,1/4,1/8,1/4,1/4,9,1/9,6,9,1/3,2,2,3,7,1/6,8,1/9,1/4,3,6,6,1/7,2,1/6,1/2,1/3,1,7,1/2,1/8,1/9,1/5,4,1/7,1/4,1/8,1/2,2,1/7,1/8,3,1/4,2,7 ; 14 ; 0.0588,0.0636,0.0763,0.0697,0.0517,0.0674,0.0535,0.1432,0.0497,0.0524,0.0775,0.0455,0.106,0.0848 ; 0.0588,0.0636,0.0763,0.0697,0.0517,0.0674,0.0535,0.1432,0.0497,0.0524,0.0775,0.0455,0.106,0.0848 ; 12.02833 ; 12.02833 ; 12.0283 ; 1 
2658 ; 0 ; 9,4,2,9,1/4,7,4,1/5,1/2,1/9,2,5,4,8,1/2,1,3,7,5,3,1/7,1/9,1/5,1/3,1/2,1,1/6,3,9,1/9,8,3,1/4,1/7,1/8,1/4,1/6,3,9,1/8,1/2,1/7,4,1/9,9,1/3,1/4,1/3,4,1/4,1/9,7,5,1/6,2,2,1/5,6,4,1/4,1/5,1/8,1/6,5,1/9,6 ; 12 ; 0.1043,0.0949,0.0497,0.0668,0.0393,0.0584,0.1359,0.1075,0.0713,0.0735,0.0991,0.0992 ; 0.1043,0.0949,0.0497,0.0668,0.0393,0.0584,0.1359,0.1075,0.0713,0.0735,0.0991,0.0992 ; 9.37674 ; 9.37674 ; 9.3767 ; 1 
2659 ; 0 ; 7,1/9,1/7,1/5,1/8,1/7 ; 4 ; 0.0566,0.0552,0.1298,0.7584 ; 0.0566,0.0552,0.1298,0.7584 ; 0.5379091 ; 0.5379091 ; 0.5379 ; 1 
2660 ; 0 ; 4,2,7,3,5,7,1/8,1/8,1/2,7,1/8,4,3,7,1,1/4,1/4,1/5,1/3,1/5,1/5,3,6,1/5,1/7,1/9,1/5,4 ; 8 ; 0.1585,0.0713,0.1489,0.0672,0.0785,0.0688,0.1515,0.2552 ; 0.1585,0.0713,0.1489,0.0672,0.0785,0.0688,0.1515,0.2552 ; 6.405482 ; 6.405482 ; 6.4055 ; 1 
2661 ; 0 ; 1/4,1/3,6,5,1/8,1/4,7,1/4,1/2,3,1/5,5,1,8,3,8,1/4,9,3,1/9,4,4,1,1,1/2,3,5,3,1/6,7,5,1/3,1,1/8,1/2,1/8,1,6,1/6,3,7,3,1/6,3,9,8,2,1/9,1/7,1/3,1,8,2,1/3,2 ; 11 ; 0.0787,0.2035,0.1033,0.0625,0.0616,0.0938,0.045,0.0474,0.1611,0.0917,0.0515 ; 0.0787,0.2035,0.1033,0.0625,0.0616,0.0938,0.045,0.0474,0.1611,0.0917,0.0515 ; 6.349016 ; 6.349016 ; 6.349 ; 1 
2662 ; 0 ; 1/7,1/2,6,9,1/6,1/9,1/7,3,1,3,1,1/5,7,4,5,3,1/6,1/2,5,1/5,1/3 ; 7 ; 0.0596,0.1463,0.2726,0.0935,0.0566,0.1285,0.2429 ; 0.0596,0.1463,0.2726,0.0935,0.0566,0.1285,0.2429 ; 4.663436 ; 4.663436 ; 4.6634 ; 1 
2663 ; 0 ; 2,1/3,1/2,1/5,1/9,3,2,5,1/7,9,7,1/7,8,1/5,2,1/6,5,8,5,9,1/7,1/4,3,1/4,8,2,4,1/2,2,1/3,8,3,6,1/5,5,1/2,1/7,1/3,6,1/9,1/9,6,1/2,1,4,1/2,8,1/3,2,2,1/9,1/4,8,1/2,5,3,1/7,1/7,6,1/8,1/2,1/5,5,7,1/9,3,9,1/7,1/4,1/3,1/8,3,1/9,3,8,9,5,1/9,1/3,7,1/2,7,5,1/9,1/2,1/9,1/4,6,5,8,1 ; 14 ; 0.0584,0.0852,0.2162,0.0511,0.096,0.0463,0.0462,0.0565,0.0535,0.0631,0.0419,0.0798,0.0703,0.0356 ; 0.0584,0.0852,0.2162,0.0511,0.096,0.0463,0.0462,0.0565,0.0535,0.0631,0.0419,0.0798,0.0703,0.0356 ; 8.721255 ; 8.721255 ; 8.7213 ; 1 
2664 ; 0 ; 1/3,1/3,1/5,6,1/8,7,5,1/4,5,1/7,1,3,1/5,1/7,1/9,1/3,5,3,1/9,1/2,6 ; 7 ; 0.0868,0.1208,0.0505,0.3066,0.0631,0.2874,0.0848 ; 0.0868,0.1208,0.0505,0.3066,0.0631,0.2874,0.0848 ; 4.315841 ; 4.315841 ; 4.3158 ; 1 
2665 ; 0 ; 6,1/2,4,1/2,8,6,5,1/6,1/5,1/7,1/6,2,7,1/8,1/6,1/6,1/9,1/7,1/4,2,1/8,8,7,1/4,8,9,1/3,9,6,1/7,1/5,1/2,1/4,1/6,1/6,3,7,1/8,9,7,1/9,1/3,6,8,9,8,6,4,1/3,3,7,3,1/3,3,1/6,1,7,1/8,2,9,1/6,2,2,3,1/4,7,4,1/3,1/7,1/6,1,2,1/4,1/3,1/7,1/9,4,1/8,1/8,8,8,9,8,6,6,6,1/4,1/9,4,1/4,1/2 ; 14 ; 0.0898,0.0405,0.0808,0.065,0.124,0.055,0.0534,0.0498,0.101,0.1131,0.0418,0.0658,0.0665,0.0537 ; 0.0898,0.0405,0.0808,0.065,0.124,0.055,0.0534,0.0498,0.101,0.1131,0.0418,0.0658,0.0665,0.0537 ; 10.49127 ; 10.49127 ; 10.4913 ; 1 
2666 ; 0 ; 1/6,1/4,9,6,1/2,1/4 ; 4 ; 0.1433,0.6465,0.1372,0.073 ; 0.1433,0.6465,0.1372,0.073 ; 2.649008 ; 2.649008 ; 2.649 ; 1 
2667 ; 0 ; 9,1/7,3,1/3,9,2,1/3,2,1,1/6 ; 5 ; 0.0923,0.0638,0.0579,0.12,0.6661 ; 0.0923,0.0638,0.0579,0.12,0.6661 ; 2.120785 ; 2.120785 ; 2.1208 ; 1 
2668 ; 0 ; 4,2,8,7,1/6,1/9,1/9,9,1/5,5,1/5,1/2,1/9,1/6,1/4,1/8,3,1/6,7,1/3,4,1/7,9,4,1/3,1/7,7,3,1/5,4,1/6,5,6,1/9,4,1/7,1/7,2,5,3,8,6,9,1/3,7,1/5,9,6,8,7,3,1/2,7,2,1/8,4,1/2,8,1/9,1/2,1/6,1/6,1/9,1/9,4,1/9 ; 12 ; 0.0626,0.0554,0.1005,0.0559,0.105,0.1472,0.1198,0.0645,0.0385,0.0449,0.0981,0.1076 ; 0.0626,0.0554,0.1005,0.0559,0.105,0.1472,0.1198,0.0645,0.0385,0.0449,0.0981,0.1076 ; 10.29976 ; 10.29976 ; 10.2998 ; 1 
2669 ; 0 ; 3,9,6,5,1/3,5,6,1,1/2,4,3,1/6,5,1/3,1/7,1,1/8,5,5,5,7,1/5,5,1/3,1/8,1/3,2,7 ; 8 ; 0.4044,0.118,0.0452,0.1208,0.0573,0.0887,0.1045,0.061 ; 0.4044,0.118,0.0452,0.1208,0.0573,0.0887,0.1045,0.061 ; 3.510923 ; 3.510923 ; 3.5109 ; 1 
2670 ; 0 ; 1/4,1/7,4,2,1/5,1/6,4,1/7,1/6,1/8,1/4,5,1/8,1,6,1/8,1/4,1/8,3,4,1,1/4,1/6,1/5,8,5,1/4,7 ; 8 ; 0.0781,0.0482,0.0734,0.2113,0.0914,0.2493,0.1669,0.0815 ; 0.0781,0.0482,0.0734,0.2113,0.0914,0.2493,0.1669,0.0815 ; 5.88453 ; 5.88453 ; 5.8845 ; 1 
2671 ; 0 ; 1,4,8,9,8,7,1/4,7,1,1/6,1,1/3,9,6,4,1/6,1/4,1/6,1/5,1/6,1/3,1/3,4,9,5,5,2,8,1/5,1,9,9,8,1/9,1/9,1/2,1/6,1/4,7,1/3,3,1,1/6,1/7,1/9,1/7,5,5,3,6,4,1/9,1/4,8,9,1/2,3,8,2,1/8,1/2,5,1/3,1/9,1/8,1/6,4,2,1,4,8,1/8,7,7,5,7,5,1,7,1/8,1/5,2,1/3,4,6,1/4,1/8,8,2,5,1,4,1,8,4,7,1/6,5,1/5,1/8,1/7,5,1/4,9,4 ; 15 ; 0.1771,0.0731,0.0528,0.0414,0.0582,0.0487,0.0732,0.0605,0.0444,0.0772,0.1027,0.0406,0.0556,0.0524,0.0421 ; 0.1771,0.0731,0.0528,0.0414,0.0582,0.0487,0.0732,0.0605,0.0444,0.0772,0.1027,0.0406,0.0556,0.0524,0.0421 ; 9.324571 ; 9.324571 ; 9.3246 ; 1 
2672 ; 0 ; 6,1/9,4,1/3,1/4,1/8,2,2,7,1/8,1/5,5,1,2,7,2,1,1/6,1/7,1/9,6,1/8,4,7,2,7,1,1/7,3,1/9,1/3,1/5,5,9,5,1/5,8,4,1,5,1/2,9,1/6,1/5,1/7,1,7,1/6,6,3,7,5,1/8,4,1/5,1/9,1/7,8,1/7,3,6,1/6,2,1/9,1/6,4 ; 12 ; 0.0518,0.0638,0.0618,0.1551,0.0897,0.0911,0.0577,0.0457,0.088,0.0461,0.1511,0.0981 ; 0.0518,0.0638,0.0618,0.1551,0.0897,0.0911,0.0577,0.0457,0.088,0.0461,0.1511,0.0981 ; 8.842207 ; 8.842208 ; 8.8422 ; 1 
2673 ; 0 ; 9,1,4,1/2,5,1/3,3,6,6,1/6,1/7,6,1/2,6,1/2,9,1,1/3,8,1/4,5,1/5,1/7,1/9,1/9,5,1/3,2,1/9,7,5,1/3,1/3,7,9,6,1/5,1/5,1/8,8,1/4,1/3,5,4,1/9 ; 10 ; 0.3857,0.0675,0.0546,0.0558,0.0815,0.0563,0.0787,0.1133,0.0444,0.0624 ; 0.3857,0.0675,0.0546,0.0558,0.0815,0.0563,0.0787,0.1133,0.0444,0.0624 ; 6.225133 ; 6.225133 ; 6.2251 ; 1 
2674 ; 0 ; 4,4,4,1/9,1/6,1/5,2,1/3,6,2,1/6,1/7,1/8,4,1/8 ; 6 ; 0.1095,0.2116,0.1218,0.1297,0.1963,0.2311 ; 0.1095,0.2116,0.1218,0.1297,0.1963,0.2311 ; 8.193548 ; 8.193549 ; 8.1935 ; 1 
2675 ; 0 ; 1/9,1/6,2,4,1/6,1/2,1/9,6,1/4,7 ; 5 ; 0.087,0.0901,0.4441,0.227,0.1518 ; 0.087,0.0901,0.4441,0.227,0.1518 ; 5.782946 ; 5.782946 ; 5.7829 ; 1 
2676 ; 0 ; 1/8,1/5,3,8,5,1/9,7,3,8,8,7,1/9,3,3,1,2,9,1/4,1,1/4,8,8,1/9,1/7,7,1/5,1/9,2,1/2,1/5,1/4,7,1/4,6,1/7,4,9,6,8,1/8,1/5,1/3,8,1/5,1 ; 10 ; 0.0816,0.1464,0.0615,0.0684,0.0711,0.2936,0.0582,0.0644,0.085,0.0699 ; 0.0816,0.1464,0.0615,0.0684,0.0711,0.2936,0.0582,0.0644,0.085,0.0699 ; 8.950012 ; 8.950012 ; 8.95 ; 1 
2677 ; 0 ; 1/7,4,1/9,1/6,1/7,1/3,8,1/4,1/5,4,1/2,1/5,1/9,3,7,4,8,1/8,1,1/4,8,1/9,5,1/6,1/4,7,1/4,1/3,4,9,3,1,1/4,7,1/4,1/3,6,1/9,1/7,1/5,1/5,3,8,1/6,1,1/9,1/3,1/9,1/8,1/6,1/5,2,1/4,6,1/8,3,2,5,4,3,4,7,1/7,1/6,1/5,5,3,1/6,1/6,1/2,1/2,6,1/4,1/4,1/2,9,9,1/8,1/4,1/4,4,1/2,1/6,3,5,1,5,1/9,1/3,1,1/3,4,4,1/3,6,2,1/7,4,5,1/2,1,1/8,1/8,4,4 ; 15 ; 0.0343,0.0565,0.0513,0.0355,0.0633,0.0497,0.1251,0.0384,0.062,0.0912,0.1064,0.0686,0.0787,0.0771,0.0621 ; 0.0343,0.0565,0.0513,0.0355,0.0633,0.0497,0.1251,0.0384,0.062,0.0912,0.1064,0.0686,0.0787,0.0771,0.0621 ; 8.245164 ; 8.245164 ; 8.2452 ; 1 
2678 ; 0 ; 1/6,1/6,1/5,5,6,3,5,3,1,5,1/5,1/5,1/9,1/5,1/6,8,8,1/9,1/7,1,5,1/9,7,1/3,1/8,1/5,3,1/4,1/5,1,1/8,1/7,1/7,1/8,1/2,1,3,1/3,5,1/6,5,5,1,1/9,1/7,1/4,1/4,1/8,1/6,1,1/7,8,1/7,4,9,1/8,4,9,9,1/8,1/8,7,1/8,6,1/2,1,1/3,8,6,3,1/5,1/3,1/4,3,1/7,7,7,1/5,6,2,1/2,1/5,1/8,1/8,3,6,7,1/2,1/4,5,1/3 ; 14 ; 0.0536,0.0417,0.0428,0.0638,0.0428,0.041,0.2029,0.0701,0.0767,0.0377,0.119,0.0651,0.0758,0.0672 ; 0.0536,0.0417,0.0428,0.0638,0.0428,0.041,0.2029,0.0701,0.0767,0.0377,0.119,0.0651,0.0758,0.0672 ; 8.319656 ; 8.319656 ; 8.3197 ; 1 
2679 ; 0 ; 1/4,7,6,1/2,1/8,1/3,1/9,1/9,4,1/5 ; 5 ; 0.323,0.0694,0.0811,0.1524,0.3741 ; 0.323,0.0694,0.0811,0.1524,0.3741 ; 5.018796 ; 5.018796 ; 5.0188 ; 1 
2680 ; 0 ; 1/2,7,1/7,2,1/7,1/8,8,1/5,9,8,1/9,6,9,2,1/3,6,6,1/5,3,6,1/8,8,3,1/5,5,2,1/5,5,1/4,1/5,1,6,1/3,2,1/6,7,5,1/5,2,1/8,4,1,8,1/5,1/4,1/9,3,1/2,8,1/4,6,1/5,8,1/9,1/6,2,1/7,1/8,1/6,1/6,6,5,1/3,1/7,2,8,7,9,3,1/2,1,1/6,1/7,2,4,6,1/8,4,1/7,6,7,8,6,3,1/9,1/3,4,9,1,1/8,1,1,3,2,1/5,1/9,7,1/7,3,5,8,5,1/3,7,1/9 ; 15 ; 0.054,0.0874,0.0773,0.0512,0.0403,0.115,0.0651,0.0428,0.0784,0.077,0.0544,0.0723,0.0379,0.0332,0.1135 ; 0.054,0.0874,0.0773,0.0512,0.0403,0.115,0.0651,0.0428,0.0784,0.077,0.0544,0.0723,0.0379,0.0332,0.1135 ; 9.512707 ; 9.512707 ; 9.5127 ; 1 
2681 ; 0 ; 1/5,1/2,6,5,1/7,9,1/5,1/7,7,7,1/5,2,3,8,9,7,4,1,1/5,4,7,1/8,5,8,2,1/9,1/9,1/8,4,8,1/2,3,3,5,1/4,1/9,5,1/2,2,1/9,1/6,7,1,1/8,2 ; 10 ; 0.0749,0.3051,0.0821,0.0438,0.1569,0.0886,0.042,0.0684,0.0932,0.045 ; 0.0749,0.3051,0.0821,0.0438,0.1569,0.0886,0.042,0.0684,0.0932,0.045 ; 6.823859 ; 6.823859 ; 6.8239 ; 1 
2682 ; 0 ; 1/3,1/2,2,1/4,1/4,5,5,4,1/7,6 ; 5 ; 0.2023,0.3498,0.1474,0.1631,0.1373 ; 0.2023,0.3498,0.1474,0.1631,0.1373 ; 4.200297 ; 4.200297 ; 4.2003 ; 1 
2683 ; 0 ; 8,7,1/5 ; 3 ; 0.7985,0.0795,0.122 ; 0.7986,0.0795,0.122 ; 0.1088981 ; 0.1088981 ; 0.1089 ; 1 
2684 ; 0 ; 1/8,3,6,7,7,1/7 ; 4 ; 0.1077,0.7527,0.0611,0.0785 ; 0.1077,0.7527,0.0611,0.0785 ; 0.4283905 ; 0.4283905 ; 0.4284 ; 1 
2685 ; 0 ; 1/4,4,1/7,5,1/3,6,3,4,9,2,4,1,1/3,7,2,1/7,5,1/4,7,1/7,1/5,2,8,4,5,2,1/2,1/8,1,1/9,4,1/7,1/4,1/3,1/7,1/4,1/7,7,7,6,1/4,4,2,3,5,1/6,9,3,8,1/7,1/4,5,1/3,1/6,1/7,1/7,8,5,8,1/5,7,1,6,5,1/6,1/8,9,1/7,4,1,1/2,1/9,1/4,6,1/2,2,2,6,1/7,6,1/7,6,6,1/4,1/7,5,1/4,1/7,1/4,1/5,2 ; 14 ; 0.1179,0.0801,0.0335,0.1007,0.0673,0.0537,0.0486,0.0341,0.0755,0.0548,0.0453,0.0436,0.1025,0.1424 ; 0.1179,0.0801,0.0335,0.1007,0.0673,0.0537,0.0486,0.0341,0.0755,0.0548,0.0453,0.0436,0.1025,0.1424 ; 7.563905 ; 7.563905 ; 7.5639 ; 1 
2686 ; 0 ; 1/4,8,7,1/3,2,1/6,1/5,1/4,9,1/7,1/9,1/2,3,1/7,1/5 ; 6 ; 0.3169,0.1346,0.0657,0.1132,0.2496,0.12 ; 0.3169,0.1346,0.0657,0.1132,0.2496,0.12 ; 6.551988 ; 6.551988 ; 6.552 ; 1 
2687 ; 0 ; 1/3,1/7,8,9,1/2,5,8,7,1/4,4,1,1/2,8,6,5,8,1/2,1/3,1,9,1/8,4,1/6,1/5,5,1/7,5,7 ; 8 ; 0.1363,0.2758,0.1379,0.0618,0.0515,0.0478,0.2443,0.0445 ; 0.1363,0.2758,0.1379,0.0618,0.0515,0.0478,0.2443,0.0445 ; 4.79202 ; 4.79202 ; 4.792 ; 1 
2688 ; 0 ; 1/9,5,7,4,1/7,1/6,2,1/6,9,1/4,3,1/6,3,5,1,8,1,5,5,1/9,1/4,1,1,9,1/3,1/4,5,1/8,4,8,1/4,1/8,9,5,5,6,1/9,1,5,2,1/7,1/5,1/8,3,1/4,1,3,1/7,1/4,3,1/6,1/8,7,8,4,1/2,1/5,1/6,3,2,1/2,2,1/3,1/6,6,5,1/4,5,1/4,1/3,1/2,1/4,3,1/8,1/9,1/7,1/5,7,8,9,1/5,1/8,8,7,7,1,3,1/8,5,1,6 ; 14 ; 0.0538,0.1075,0.064,0.0436,0.0498,0.1186,0.0839,0.0418,0.1301,0.0735,0.0615,0.0502,0.0416,0.0801 ; 0.0538,0.1075,0.064,0.0436,0.0498,0.1186,0.0839,0.0418,0.1301,0.0735,0.0615,0.0502,0.0416,0.0801 ; 8.671688 ; 8.671688 ; 8.6717 ; 1 
2689 ; 0 ; 1/2,1/9,7 ; 3 ; 0.0465,0.8161,0.1374 ; 0.0465,0.8161,0.1374 ; 0.7552464 ; 0.7552464 ; 0.7552 ; 1 
2690 ; 0 ; 1/3,9,1 ; 3 ; 0.3118,0.6298,0.0584 ; 0.3118,0.6298,0.0584 ; 0.8030388 ; 0.8030388 ; 0.803 ; 1 
2691 ; 0 ; 7,2,1/3,1/2,3,9,9,5,8,1/5,2,9,1,7,1/8,3,6,4,1/5,5,4,1/4,1/5,1/8,1/2,1/4,1/4,7,1/6,1/7,8,6,6,1/7,5,1/7,1/9,1/2,1/6,1/7,1,1/5,2,1,6,1/6,1/7,1/3,3,9,1/4,1/3,6,3,5,1/6,4,1/9,1/2,8,1,1,1/3,6,7,1/4,6,1/8,9,1/6,8,3,1/9,1/2,1/6,6,1/5,8 ; 13 ; 0.2263,0.0658,0.0585,0.0356,0.1047,0.0931,0.055,0.0506,0.0863,0.0333,0.0855,0.0591,0.0461 ; 0.2263,0.0658,0.0585,0.0356,0.1047,0.0931,0.055,0.0506,0.0863,0.0333,0.0855,0.0591,0.0461 ; 7.475175 ; 7.475175 ; 7.4752 ; 1 
2692 ; 0 ; 3,1/6,1/4,1/6,5,4,3,1/8,5,1,9,9,1/6,8,4,4,1/4,1/8,1/5,3,1,1/2,1/2,1/6,1/6,1/6,7,1/3,7,6,5,1/7,1/5,3,6,4 ; 9 ; 0.0693,0.2099,0.0788,0.0746,0.1194,0.0538,0.2153,0.0786,0.1004 ; 0.0693,0.2099,0.0788,0.0746,0.1194,0.0538,0.2153,0.0786,0.1004 ; 6.60437 ; 6.60437 ; 6.6044 ; 1 
2693 ; 0 ; 1/3,8,3,1/3,1/2,1/5,1/9,3,2,1/8,9,1/8,8,5,9,1/5,4,9,9,1/7,9,1,1/5,8,7,4,3,1/8 ; 8 ; 0.1171,0.1231,0.1595,0.1701,0.0936,0.1828,0.0714,0.0824 ; 0.1171,0.1231,0.1595,0.1701,0.0936,0.1828,0.0714,0.0824 ; 11.66177 ; 11.66177 ; 11.6618 ; 1 
2694 ; 0 ; 1/3,1/7,5,1/9,1/6,1/7,3,9,2,1/7,2,3,1/5,1/2,1/8,1/8,1/9,7,6,1/3,3 ; 7 ; 0.0471,0.1361,0.0778,0.0435,0.3793,0.2039,0.1122 ; 0.0471,0.1361,0.0778,0.0435,0.3793,0.2039,0.1122 ; 4.084833 ; 4.084833 ; 4.0848 ; 1 
2695 ; 0 ; 1/9,1/5,2,6,8,1,2,1,6,7,5,1,8,9,9,1/9,2,1/2,1/5,1,1/4,1/7,9,1/5,1/6,1/2,2,1,4,1/4,1/8,8,1/3,1/4,9,1/7 ; 9 ; 0.0721,0.5635,0.042,0.0461,0.0704,0.0241,0.0897,0.0397,0.0523 ; 0.0721,0.5635,0.042,0.0461,0.0704,0.0241,0.0897,0.0397,0.0523 ; 1.922955 ; 1.922955 ; 1.923 ; 1 
2696 ; 0 ; 2,1/6,1/8 ; 3 ; 0.1311,0.0946,0.7743 ; 0.1311,0.0946,0.7742 ; 0.004685942 ; 0.004685942 ; 0.0047 ; 1 
2697 ; 0 ; 5,9,4,7,5,1/3,1/8,1/5,6,2,1/4,7,3,8,4,1/6,9,1/8,8,1/7,2,7,8,5,1/8,4,1/8,6,1/4,1,4,3,3,1/5,1,9,9,1/6,5,3,1/6,1/9,1/2,6,8 ; 10 ; 0.1313,0.1567,0.0733,0.0807,0.0728,0.1256,0.0523,0.0665,0.1867,0.0541 ; 0.1313,0.1567,0.0733,0.0807,0.0728,0.1256,0.0523,0.0665,0.1867,0.0541 ; 9.05417 ; 9.05417 ; 9.0542 ; 1 
2698 ; 0 ; 1/9,3,2,1,3,1/2,1/5,7,1/3,1 ; 5 ; 0.0579,0.1719,0.1536,0.0757,0.5409 ; 0.0579,0.1719,0.1536,0.0757,0.5409 ; 1.653909 ; 1.653909 ; 1.6539 ; 1 
2699 ; 0 ; 1,1/9,1/9,1/2,7,8,6,1/3,1,1/7 ; 5 ; 0.0254,0.6585,0.1039,0.0687,0.1435 ; 0.0254,0.6585,0.1039,0.0687,0.1435 ; 1.097926 ; 1.097926 ; 1.0979 ; 1 
2700 ; 0 ; 1/8,6,7,6,1/8,1/7,1/8,9,1/8,9,7,1,1,1,1/9,1/2,3,6,1/3,1/2,1/6,1/3,3,6,1/2,1/6,1/8,1/3,1,9,8,1/3,1/5,1/4,2,9,6,5,1/6,1/6,1/7,1/5,1/7,1/8,6,4,1/9,8,1/3,2,1/7,1/4,5,1/2,6,3,1,3,4,2,1/9,1/6,4,5,1/4,1/7,1/8,9,8,1/6,5,1/9,8,2,3,1/8,2,1/7,3,1/3,5,2,1/9,1/8,1/4,9,4,1/4,1/6,1/8,1/5,6,9,2,1/6,3,1/2,1/9,1/2,1/3,1/9,6,3,1/8,8 ; 15 ; 0.0502,0.0586,0.1041,0.0412,0.1069,0.0459,0.0615,0.0642,0.0587,0.0844,0.0412,0.0442,0.0529,0.1042,0.0818 ; 0.0502,0.0586,0.1041,0.0412,0.1069,0.0459,0.0615,0.0642,0.0587,0.0844,0.0412,0.0442,0.0529,0.1042,0.0818 ; 10.3627 ; 10.3627 ; 10.3627 ; 1 
2701 ; 0 ; 1/7,5,1/6,9,1/6,1/5,1/7,5,4,1/2,5,1/7,1/3,1/2,1/8,8,1/5,1/7,2,1,1/6,2,1/3,8,1/4,5,6,9,2,1/3,8,2,1/5,6,1/8,1/5,1/2,1/4,1/5,8,8,1/3,9,9,4 ; 10 ; 0.0661,0.0753,0.0956,0.2096,0.0683,0.0721,0.208,0.0906,0.0465,0.0678 ; 0.0661,0.0753,0.0956,0.2096,0.0683,0.0721,0.208,0.0906,0.0465,0.0678 ; 7.844955 ; 7.844955 ; 7.845 ; 1 
2702 ; 0 ; 2,1/3,5,1/3,4,9,9,8,4,6,9,1/4,8,9,3 ; 6 ; 0.2058,0.5429,0.089,0.0669,0.0423,0.0531 ; 0.2058,0.5429,0.089,0.0669,0.0423,0.0531 ; 2.437515 ; 2.437515 ; 2.4375 ; 1 
2703 ; 0 ; 1,2,6 ; 3 ; 0.4056,0.4956,0.0988 ; 0.4056,0.4956,0.0988 ; 0.07999027 ; 0.07999027 ; 0.08 ; 1 
2704 ; 0 ; 9,1/9,1/9,7,1/4,1/2,1/5,8,1/5,1/8 ; 5 ; 0.1,0.1017,0.4295,0.1178,0.2509 ; 0.1,0.1017,0.4295,0.1178,0.2509 ; 8.890022 ; 8.890022 ; 8.89 ; 1 
2705 ; 0 ; 1/8,1,1/4,5,6,4 ; 4 ; 0.0759,0.6821,0.146,0.096 ; 0.0759,0.6821,0.146,0.096 ; 0.1354573 ; 0.1354573 ; 0.1355 ; 1 
2706 ; 0 ; 2,1,1/3,1,1/6,1,8,2,1/7,1/8,9,1/4,1/7,1/9,2 ; 6 ; 0.1283,0.127,0.073,0.0507,0.0602,0.5608 ; 0.1283,0.127,0.073,0.0507,0.0602,0.5608 ; 2.494763 ; 2.494763 ; 2.4948 ; 1 
2707 ; 0 ; 4,4,6,5,5,1/3,1/2,7,4,1/7,6,1/6,5,1/7,7,1/8,1/8,1/4,1/4,1/6,1/8,9,6,1/6,1/2,7,1/5,5 ; 8 ; 0.3933,0.0937,0.042,0.0649,0.0858,0.0838,0.1706,0.066 ; 0.3933,0.0937,0.042,0.0649,0.0858,0.0838,0.1706,0.066 ; 5.36462 ; 5.36462 ; 5.3646 ; 1 
2708 ; 0 ; 1/9,1/5,3,1/8,6,1/3,1/2,1/8,6,1/3,6,1/9,1/3,5,1/2,2,2,7,1/9,1/6,1,2,1/7,1,1/4,1/3,2,1/7,5,3,2,7,9,1/3,4,1/8,1/2,4,9,1/5,1/8,1/5,1/7,1/2,6,1/9,8,2,2,9,8,1/5,1/2,1/3,2 ; 11 ; 0.0386,0.0591,0.0597,0.1284,0.0996,0.043,0.109,0.2151,0.0493,0.0351,0.1631 ; 0.0386,0.0591,0.0597,0.1284,0.0996,0.043,0.109,0.2151,0.0493,0.0351,0.1631 ; 5.856629 ; 5.856629 ; 5.8566 ; 1 
